Date,y,x1,x2
2023-03-14,0.6151,6.411138,3.789681
2023-03-15,1.3267,6.425331,1.929593
2023-03-16,0.8783,6.397526,3.336772
2023-03-17,0.7027,6.304912,3.471015
2023-03-18,1.0161,5.61968,2.480834
2023-03-19,0.9587,5.30899,2.176966
2023-03-20,1.2156,6.102367,1.705827
2023-03-21,1.1934,6.349909,1.660991
2023-03-22,1.0122,6.350858,2.432776
2023-03-23,0.8384,6.265243,2.980346
2023-03-24,0.5915,6.143962,3.27695
2023-03-25,0.3904,5.494621,2.887968
2023-03-26,0.2848,4.966814,4.041354
2023-03-27,1.0263,6.125051,2.560407
2023-03-28,1.1191,6.259532,2.211289
2023-03-29,0.6891,6.23636,3.367058
2023-03-30,0.3111,6.224429,3.723732
2023-03-31,0.1653,6.11051,4.545633
2023-04-01,0.3399,5.390182,3.833088
2023-04-02,0.1574,5.018563,4.003395
2023-04-03,0.6179,5.907296,2.892025
2023-04-04,0.5621,5.956073,3.583966
2023-04-05,1.0408,5.894518,2.559114
2023-04-06,0.8965,5.223044,2.485093
2023-04-07,0.8321,4.710913,2.184212
2023-04-08,0.8662,4.83235,2.015822
2023-04-09,0.7557,4.631945,1.85406
2023-04-10,0.5254,5.104615,2.1584
2023-04-11,0.914,5.725524,2.424097
2023-04-12,0.389,5.845096,4.055211
2023-04-13,0.57,5.887493,3.968093
2023-04-14,0.4673,5.924843,3.970826
2023-04-15,0.2177,5.255213,4.053953
2023-04-16,0.2541,4.923008,3.479557
2023-04-17,0.6666,5.769409,3.275233
2023-04-18,0.9619,5.931633,3.058829
2023-04-19,1.1348,5.95171,2.49397
2023-04-20,1.0828,5.944686,2.094476
2023-04-21,1.009,5.903738,2.809113
2023-04-22,0.7878,5.240423,2.622353
2023-04-23,0.4994,4.886394,3.302943
2023-04-24,0.9208,5.727099,2.479231
2023-04-25,0.9095,6.001644,2.517723
2023-04-26,1.0873,6.036978,1.968404
2023-04-27,1.0905,6.06857,1.921662
2023-04-28,1.0789,6.125271,2.162757
2023-04-29,0.8343,5.349804,2.559286
2023-04-30,0.6504,4.894963,2.857298
2023-05-01,0.6135,4.655287,2.699298
2023-05-02,1.084,5.648675,2.287834
2023-05-03,0.843,6.043038,3.275663
2023-05-04,0.904,5.986328,2.91448
2023-05-05,1.0082,5.896989,2.40878
2023-05-06,0.9143,5.331777,2.471471
2023-05-07,0.6354,4.905644,2.673499
2023-05-08,0.9751,5.909275,2.551121
2023-05-09,0.8948,6.072955,2.980102
2023-05-10,0.8277,6.026838,3.330257
2023-05-11,0.8173,5.953554,3.412956
2023-05-12,0.7414,5.891328,3.302938
2023-05-13,0.5112,5.205118,3.468136
2023-05-14,0.3958,4.850878,3.550098
2023-05-15,0.556,5.604346,3.786957
2023-05-16,0.4248,5.928014,4.333756
2023-05-17,0.4958,5.838248,4.54425
2023-05-18,0.5176,5.90591,4.248093
2023-05-19,0.6027,5.83335,3.921285
2023-05-20,0.4527,5.221734,3.218565
2023-05-21,0.3152,4.805504,2.857188
2023-05-22,0.8885,5.739673,2.417582
2023-05-23,0.8378,5.955176,2.805837
2023-05-24,0.8523,5.959348,2.703656
2023-05-25,0.7588,5.907798,3.348562
2023-05-26,0.6555,5.853627,3.315857
2023-05-27,0.8642,5.225775,1.820005
2023-05-28,0.8494,4.761891,1.531622
2023-05-29,0.958,5.67159,1.792053
2023-05-30,0.9253,5.781236,1.516
2023-05-31,0.8845,5.868981,1.600872
2023-06-01,0.8537,5.869711,1.612686
2023-06-02,0.8674,5.873812,1.608435
2023-06-03,0.7936,5.26735,1.493289
2023-06-04,0.6723,4.879122,1.537374
2023-06-05,0.8665,5.764623,1.601847
2023-06-06,0.8726,6.162557,2.019195
2023-06-07,0.8716,6.177164,1.985618
2023-06-08,0.8113,6.173462,1.991528
2023-06-09,0.8167,6.198189,2.815022
2023-06-10,0.8088,5.511681,2.000354
2023-06-11,0.672,5.097931,1.711654
2023-06-12,0.9358,6.13123,1.552127
2023-06-13,0.8972,6.260985,2.319952
2023-06-14,0.8453,6.320185,3.130537
2023-06-15,1.0488,6.345292,2.435184
2023-06-16,1.2242,6.485595,2.071853
2023-06-17,0.9749,5.869888,2.215791
2023-06-18,0.8639,5.416288,2.358584
2023-06-19,1.0672,6.477534,1.985777
2023-06-20,1.1174,6.526581,1.969776
2023-06-21,1.1706,6.522965,1.659927
2023-06-22,1.2245,6.569985,2.333796
2023-06-23,1.1036,6.553035,2.569828
2023-06-24,0.8234,5.878391,2.523587
2023-06-25,0.7227,5.571403,2.330311
2023-06-26,0.9335,6.849241,3.112644
2023-06-27,1.0052,7.113341,3.360749
2023-06-28,1.038,7.203258,2.886656
2023-06-29,1.0383,7.158007,3.125946
2023-06-30,0.9657,6.893839,3.648702
2023-07-01,0.6034,6.01623,2.965508
2023-07-02,0.4828,5.639343,3.033345
2023-07-03,1.1702,6.901881,2.394131
2023-07-04,1.1303,7.118357,2.472703
2023-07-05,1.0654,7.050863,2.26831
2023-07-06,1.1194,7.030719,2.303926
2023-07-07,1.0274,7.009283,2.965091
2023-07-08,0.8793,6.201438,2.579499
2023-07-09,0.912,5.799196,2.098122
2023-07-10,1.0992,7.109306,2.276563
2023-07-11,1.0637,7.521258,2.829567
2023-07-12,1.0035,7.503525,2.744571
2023-07-13,1.0245,7.490652,2.477819
2023-07-14,0.8745,7.381903,3.164002
2023-07-15,0.63,6.474916,3.104066
2023-07-16,0.5967,5.91828,2.587465
2023-07-17,0.8748,7.216487,2.784394
2023-07-18,0.9662,7.585116,2.74336
2023-07-19,0.9511,7.768925,2.76008
2023-07-20,0.9381,7.689779,2.871324
2023-07-21,0.9281,7.404585,3.033125
2023-07-22,0.9152,6.38998,2.374225
2023-07-23,0.6193,5.963211,2.530485
2023-07-24,0.9027,7.087079,3.075851
2023-07-25,0.9063,6.93603,3.120063
2023-07-26,1.0137,6.958469,2.416484
2023-07-27,0.9923,7.040098,2.52353
2023-07-28,0.9825,6.980192,2.380805
2023-07-29,0.8056,6.189178,2.319077
2023-07-30,0.6779,5.881855,2.481163
2023-07-31,0.8892,7.004471,2.399315
2023-08-01,0.8665,7.040706,2.940861
2023-08-02,0.7609,7.104336,3.222528
2023-08-03,0.6476,6.99888,3.611126
2023-08-04,0.6684,6.64025,3.734329
2023-08-05,0.6895,5.81241,3.263713
2023-08-06,0.2815,5.450605,3.751739
2023-08-07,0.7445,6.401755,3.281676
2023-08-08,0.9644,6.552489,2.541296
2023-08-09,0.9977,6.872471,2.153848
2023-08-10,1.0475,6.939809,2.609356
2023-08-11,1.1309,6.853224,2.220348
2023-08-12,0.982,6.077083,2.305009
2023-08-13,0.7282,5.710463,2.518743
2023-08-14,0.9761,6.301177,2.568138
2023-08-15,0.9563,5.719078,2.349244
2023-08-16,1.0584,6.528598,2.366997
2023-08-17,1.1396,6.528064,2.163299
2023-08-18,1.0764,6.599793,2.718509
2023-08-19,1.0985,6.0373,2.017338
2023-08-20,1.1317,5.842569,1.961509
2023-08-21,1.1725,7.060194,2.486965
2023-08-22,1.2067,7.373938,2.628215
2023-08-23,1.3494,7.500747,2.558171
2023-08-24,1.3291,7.569426,2.396035
2023-08-26,1.0187,6.506788,2.611379
2023-08-27,0.5231,5.841321,4.367579
2023-08-28,0.8966,6.478359,3.807451
2023-08-29,1.0257,6.348263,3.190874
2023-08-30,1.0832,6.35095,2.59474
2023-08-31,1.1057,6.443739,2.068952
2023-09-01,1.058,6.514287,2.382446
2023-09-02,1.0233,5.809374,2.351423
2023-09-02,1.0233,5.809374,2.351423
2023-09-03,0.6335,5.288644,3.416909
2023-09-04,0.8685,6.271182,3.392071
2023-09-05,1.0379,6.533743,2.341642
2023-09-06,1.071,6.528688,1.989343
2023-09-07,1.071,6.679029,2.072231
2023-09-08,1.0383,6.483273,2.001642
2023-09-09,1.007,5.900466,2.167085
2023-09-10,1.0207,5.402673,1.899046
2023-09-11,1.1694,6.429254,1.613641
2023-09-12,1.1666,6.43133,1.609663
2023-09-13,1.0857,6.53538,2.30061
2023-09-14,1.0645,6.595685,2.127756
2023-09-15,1.1538,6.461887,1.698959
2023-09-16,0.9891,5.788318,2.003226
2023-09-17,0.6377,5.24771,3.022145
2023-09-18,1.0581,6.223241,2.382084
2023-09-19,1.099,6.309228,1.629546
2023-09-20,0.9365,6.355069,2.67427
2023-09-21,0.9211,6.302575,3.421664
2023-09-22,1.0147,6.124131,2.992003
2023-09-23,1.1004,5.378594,1.932354
2023-09-24,0.8301,5.004841,2.131579
2023-09-25,1.1905,5.970153,1.798864
2023-09-26,1.2305,6.248674,1.809939
2023-09-27,1.1483,6.338977,2.327814
2023-09-28,1.1386,6.435888,2.04981
2023-09-29,1.1896,6.412959,1.740505
2023-09-30,1.0489,5.731376,1.897966
2023-10-01,0.96,5.353115,1.860925
2023-10-02,1.1486,6.428332,2.300023
2023-10-03,1.066,6.419049,2.323259
2023-10-04,1.0274,6.367489,2.123647
2023-10-05,1.035,6.448237,1.679405
2023-10-06,1.0551,6.455214,1.79421
2023-10-07,0.9916,5.70339,1.892423
2023-10-08,1.0423,5.301661,1.725397
2023-10-09,1.2096,6.139788,1.682874
2023-10-10,1.2539,6.372979,1.616104
2023-10-11,1.2359,6.233837,1.621521
2023-10-12,1.2195,5.318554,1.877211
2023-10-13,1.1864,5.735571,2.352719
2023-10-14,1.3513,5.263173,1.610209
2023-10-15,1.3219,4.937173,1.406492
2023-10-16,1.4104,5.941148,1.854805
2023-10-17,1.0823,6.261997,3.558769
2023-10-18,0.6074,6.27899,4.304997
2023-10-19,0.6781,6.212823,4.205116
2023-10-20,0.2312,6.128236,4.778753
2023-10-21,0.6124,5.372053,2.888136
2023-10-22,0.8698,5.0056,2.294452
2023-10-23,1.2412,5.963599,2.236319
2023-10-24,1.0418,6.225295,3.492258
2023-10-25,0.6871,6.237832,4.306105
2023-10-26,0.5177,6.231933,4.254092
2023-10-27,0.2721,6.194806,4.400572
2023-10-28,0.0645,5.532671,3.965198
2023-10-29,0.1225,5.302541,3.608775
2023-10-30,0.35,6.132599,3.541485
2023-10-31,1.0492,6.296216,2.15424
2023-11-01,0.0453,5.412167,3.761333
2023-11-02,0.0442,6.283081,4.786672
2023-11-03,0.0576,6.46627,4.757898
2023-11-04,0.0151,5.613808,4.22974
2023-11-05,0.0502,5.31207,4.462747
2023-11-06,0.5515,6.344643,3.082234
2023-11-07,0.9789,6.621189,2.327888
2023-11-08,0.9146,6.606191,2.337259
2023-11-09,0.7121,6.490982,3.138604
2023-11-10,0.5435,6.534734,3.562068
2023-11-11,0.0873,5.862407,4.135794
2023-11-12,0.2099,5.361753,3.431136
2023-11-13,0.5214,6.280485,2.797333
2023-11-14,0.6727,6.45369,2.636796
2023-11-15,0.9472,6.481185,1.480792
2023-11-16,1.0185,6.431905,1.919274
2023-11-17,1.18,6.45044,1.513728
2023-11-18,0.8905,5.668334,1.609181
2023-11-19,0.7119,5.298767,1.157189
2023-11-20,0.9411,6.27956,1.902801
2023-11-21,0.4105,6.567389,3.661046
2023-11-22,0.2961,6.612743,4.289148
2023-11-23,0.5249,6.708023,3.638051
2023-11-24,0.6613,6.669076,3.121905
2023-11-25,0.8781,5.946205,2.180372
2023-11-26,1.1758,5.585967,1.068422
2023-11-27,1.0785,6.636303,2.471853
2023-11-28,1.0836,6.76386,2.560892
2023-11-29,0.85,6.779447,3.171514
2023-11-30,0.9812,6.730674,2.998123
2023-12-01,0.9797,6.716474,2.551614
2023-12-02,0.8103,6.14065,2.784224
2023-12-03,0.7992,5.810784,2.281669
2023-12-04,0.7724,6.927794,3.12569
2023-12-05,1.1314,7.14982,1.566088
2023-12-06,1.0596,6.24622,1.299815
2023-12-07,0.8507,6.484718,2.561395
2023-12-08,0.2178,5.950123,3.995687
2023-12-09,0.3539,5.825554,3.440138
2023-12-10,0.389,5.622905,2.820074
2023-12-11,0.7463,6.614776,2.984655
2023-12-12,0.6956,6.817751,3.401002
2023-12-13,0.5729,6.900426,4.055696
2023-12-14,0.6726,7.041095,3.551013
2023-12-15,0.7486,6.98056,3.166456
2023-12-16,0.7923,6.311345,1.877478
2023-12-17,0.7628,5.953826,1.266012
2023-12-18,0.979,7.229228,1.044281
2023-12-19,0.8668,7.401249,1.634715
2023-12-20,0.603,7.332185,3.753845
2023-12-21,0.532,7.190171,3.255689
2023-12-22,0.5177,6.912403,3.087837
2023-12-23,0.4662,5.906751,2.501291
2023-12-24,0.6917,5.528993,1.228474
2023-12-25,0.6309,5.094075,1.093696
2023-12-26,0.9346,6.076768,1.167429
2023-12-27,0.7955,6.701216,1.845165
2023-12-28,0.9819,6.63155,1.283577
2023-12-29,1.035,6.501507,0.820881
2023-12-30,0.6841,5.857786,2.077489
2023-12-31,,5.717506,2.857811
2024-01-01,0.3624,5.116598,2.18335
2024-01-02,0.4091,6.492638,3.206187
2024-01-03,0.5508,6.743856,2.959018
2024-01-04,0.9136,6.754703,1.755918
2024-01-05,0.6862,6.581809,3.624235
2024-01-06,0.4397,5.61487,3.962918
2024-01-07,0.76,5.943335,3.367911
2024-01-08,1.0551,7.238595,2.727963
2024-01-09,1.1383,7.641901,0.631322
2024-01-10,1.0088,7.61683,1.324034
2024-01-11,0.9697,7.680158,2.454017
2024-01-12,0.9756,7.501046,1.759745
2024-01-13,0.8735,6.739645,1.664433
2024-01-14,0.7513,6.068249,2.808571
2024-01-15,0.8756,7.028853,3.147915
2024-01-16,0.9012,7.227473,3.146726
2024-01-17,0.2695,7.112793,4.560495
2024-01-18,0.4684,7.068223,3.58931
2024-01-19,0.7087,7.183118,3.15744
2024-01-20,0.8053,6.513823,1.935415
2024-01-21,0.644,6.140352,2.057876
2024-01-22,0.6792,7.221799,2.817653
2024-01-23,0.7802,7.241586,1.949142
2024-01-24,0.8342,7.129974,1.509049
2024-01-25,0.768,7.029021,1.54237
2024-01-26,0.7256,6.895309,1.347656
2024-01-27,0.6606,6.098287,1.479936
2024-01-28,0.5214,5.676946,2.13833
2024-01-29,0.7797,6.752616,1.930528
2024-01-30,0.8128,6.922322,1.421829
2024-01-31,0.8426,7.044592,1.405518
2024-02-01,0.7095,7.001946,2.306829
2024-02-02,0.6532,6.90644,2.656132
2024-02-03,0.6032,6.132648,1.750047
2024-02-04,0.631,5.652607,1.318907
2024-02-05,0.8092,6.75443,1.025097
2024-02-06,0.7403,6.971693,1.832753
2024-02-07,0.5011,6.968876,3.35631
2024-02-08,0.3867,6.891157,3.797737
2024-02-09,0.4018,6.879924,3.780403
2024-02-10,0.0947,6.151682,4.99901
2024-02-11,0.4483,5.807282,3.254159
2024-02-12,0.4585,6.856652,4.037179
2024-02-13,0.6272,6.903413,2.29669
2024-02-14,0.5957,6.70762,2.277769
2024-02-15,0.5122,6.734452,2.907231
2024-02-16,0.5424,6.718554,2.638916
2024-02-17,0.4869,5.961069,2.511282
2024-02-18,0.4704,5.55486,1.871389
2024-02-19,0.4555,6.538012,3.077786
2024-02-20,0.5286,6.651923,2.49845
2024-02-21,0.453,6.67011,2.365836
2024-02-22,0.1071,6.663194,4.282582
2024-02-23,0.0672,6.73007,5.127253
2024-02-24,0.0694,5.983874,4.708886
2024-02-25,0.0306,5.674538,4.486205
2024-02-26,0.0382,6.740095,5.106358
2024-02-27,0.0365,6.924296,4.965817
2024-02-28,0.0935,6.920766,4.065232
2024-02-29,0.048,6.89638,4.061943
2024-03-01,0.0214,6.788348,4.710261
2024-03-02,0.0416,6.09715,4.022019
2024-03-03,0.0379,5.717786,4.451374
2024-03-04,0.0795,6.804023,3.859203
2024-03-05,0.3345,6.965616,2.895835
2024-03-06,0.4597,6.926318,2.209239
2024-03-07,0.0852,6.906227,3.7973
2024-03-08,0.0167,6.845115,4.376584
2024-03-09,0.0059,6.204165,4.135227
2024-03-10,0.0054,5.784549,4.6036
2024-03-11,0.1463,6.791635,3.995204
2024-03-12,0.4228,6.857618,2.356314
2024-03-13,0.4236,6.740457,2.107826
2024-03-14,0.3599,6.714035,2.619086
2024-03-15,0.3773,6.616147,2.529094
2024-03-16,0.3161,5.8304,2.126065
2024-03-17,0.2805,5.388872,2.044857
2024-03-18,0.6134,6.322908,1.388981
2024-03-19,0.65,6.251591,1.623383
2024-03-20,0.5694,6.250319,2.315033
2024-03-21,0.359,6.336912,2.671472
2024-03-22,0.224,6.29129,2.414076
2024-03-23,0.0201,5.681862,3.653285
2024-03-24,0.0669,5.151166,2.957826
2024-03-25,0.2375,6.052514,2.296393
2024-03-26,0.0236,6.399622,3.696073
2024-03-27,0.0076,6.428864,4.142531
2024-03-28,0.0066,5.647204,3.878136
2024-03-29,0.0405,5.161477,2.891073
2024-03-30,0.0452,5.35867,2.421869
2024-03-31,0.0083,5.011624,3.014528
2024-04-01,0.0276,5.677915,4.042381
2024-04-02,0.0985,6.430499,2.929216
2024-04-03,0.0903,6.513137,3.285373
2024-04-04,0.04,6.49485,3.048953
2024-04-05,0.0044,6.368277,3.840598
2024-04-06,0.0074,5.629298,3.838227
2024-04-07,0.0405,5.127278,2.022621
2024-04-08,0.0052,6.079197,3.34029
2024-04-09,0.0129,6.313449,3.558727
2024-04-10,0.0431,6.251087,3.027384
2024-04-11,0.1203,6.262417,2.90206
2024-04-12,0.1994,6.118719,2.184458
2024-04-13,0.0917,5.491171,2.050504
2024-04-14,0.056,5.086698,2.120624
2024-04-15,0.0348,5.957129,2.88305
2024-04-16,0.0137,6.075209,3.621404
2024-04-17,0.0326,6.103011,3.60353
2024-04-18,0.0454,6.166649,3.311815
2024-04-19,0.1518,6.063489,2.507829
2024-04-20,0.0566,5.43508,3.216317
2024-04-21,0.0217,5.081236,3.645944
2024-04-22,0.019,6.034674,4.016697
2024-04-23,0.0584,6.173691,3.691871
2024-04-24,0.1857,6.209712,3.232309
2024-04-25,0.4144,6.358839,2.142011
2024-04-26,0.5749,6.307109,2.049401
2024-04-27,0.2502,5.561848,2.991246
2024-04-28,0.2872,5.225532,1.825562
2024-04-29,0.5827,6.139662,1.871197
2024-04-30,0.5344,6.237004,2.646039
2024-05-01,0.1253,5.15881,3.888143
2024-05-02,0.156,6.016671,3.784517
2024-05-03,0.2611,6.17641,3.037701
2024-05-04,0.148,5.434426,3.295709
2024-05-05,0.1753,5.164485,2.953973
2024-05-06,0.478,6.031961,2.720569
2024-05-07,0.4204,6.079998,3.071498
2024-05-08,0.2125,6.096635,3.252413
2024-05-09,0.3354,6.191269,2.455732
2024-05-10,0.2895,6.172973,2.58156
2024-05-11,0.2059,5.463481,2.694322
2024-05-12,0.2153,5.079952,1.935618
2024-05-13,0.2334,5.993661,2.867867
2024-05-14,0.0814,6.061986,3.881306
2024-05-15,0.1421,6.052818,3.363051
2024-05-16,0.3235,6.124841,3.175199
2024-05-17,0.5342,6.036621,2.44246
2024-05-18,0.3299,5.408121,2.341051
2024-05-19,0.266,5.035793,2.224757
2024-05-20,0.3272,5.857463,2.611352
2024-05-21,0.4609,6.132376,2.675655
2024-05-22,0.4476,6.133541,2.806046
2024-05-23,0.6045,6.147868,2.467277
2024-05-24,0.7167,6.111998,2.507275
2024-05-25,0.4371,5.470647,2.645377
2024-05-26,0.2542,5.132348,2.418102
2024-05-27,0.3084,6.107759,2.922764
2024-05-28,0.2747,6.208604,2.711158
2024-05-29,0.3886,6.328133,2.721353
2024-05-30,0.2437,6.38931,3.442842
2024-05-31,0.0269,6.308139,4.359533
2024-06-01,0.0176,5.648508,4.618997
2024-06-02,0.0426,5.146562,4.427734
2024-06-03,0.2856,6.228878,3.354064
2024-06-04,0.8764,6.409196,2.448829
2024-06-05,0.9326,6.469407,2.399833
2024-06-06,0.9342,6.629468,2.849854
2024-06-07,0.7913,6.6519,3.30514
2024-06-08,0.7142,5.809375,2.587076
2024-06-09,0.1643,5.31133,3.599566
2024-06-10,0.4461,6.160822,3.304196
2024-06-11,0.6548,6.270378,3.197641
2024-06-12,0.5515,6.275063,3.339064
2024-06-13,0.6522,6.202346,2.736527
2024-06-14,0.4374,6.226277,3.353549
2024-06-15,0.1969,5.602466,3.073546
2024-06-16,0.1612,5.235604,3.091352
2024-06-17,0.2927,6.230742,3.255059
2024-06-18,0.5671,6.429048,2.673741
2024-06-19,0.7633,6.438949,2.422847
2024-06-20,0.906,6.27027,2.55356
2024-06-21,0.8592,6.255073,2.559702
2024-06-22,0.4291,5.551723,2.691882
2024-06-23,0.2676,5.197206,3.354309
2024-06-24,0.4115,6.10246,3.0443
2024-06-25,0.7007,6.550016,2.567469
2024-06-26,0.9717,6.802045,2.630711
2024-06-27,0.891,6.826655,2.744239
2024-06-28,0.8204,6.619602,2.96937
2024-06-29,0.5054,5.839874,2.596137
2024-06-30,0.5794,5.367017,1.990157
2024-07-01,0.5322,6.441631,3.361296
2024-07-02,0.4697,6.588051,3.674446
2024-07-03,0.6171,6.617814,3.203693
2024-07-04,0.5185,6.783652,3.297518
2024-07-05,0.5988,6.947487,3.179942
2024-07-06,0.3398,6.147642,3.252533
2024-07-07,0.3471,5.567565,2.793256
2024-07-08,0.7319,6.643249,3.073471
2024-07-09,0.6955,6.772694,3.041297
2024-07-10,0.8761,6.984886,2.622759
2024-07-11,0.8553,7.159094,3.029546
2024-07-12,0.5878,7.147638,3.731958
2024-07-13,0.5138,6.26037,3.07912
2024-07-14,0.5228,5.790459,2.943532
2024-07-15,0.5395,6.941154,3.633512
2024-07-16,0.8724,7.097709,2.8983
2024-07-17,0.9442,7.188177,2.827715
2024-07-18,1.0137,7.273113,2.490714
2024-07-19,0.9778,7.447675,2.489011
2024-07-20,0.5147,6.485777,3.413876
2024-07-21,0.3041,6.046303,3.872942
2024-07-22,0.7953,7.210993,3.363959
2024-07-23,0.9173,7.214363,3.197008
2024-07-24,0.9488,7.477825,3.229285
2024-07-25,0.8926,7.267603,3.223661
2024-07-26,0.949,7.330682,2.961121
2024-07-27,0.7697,6.560377,2.93382
2024-07-28,0.6333,6.095066,3.302336
2024-07-29,1.0878,7.466509,2.475951
2024-07-30,0.9971,7.748275,2.977113
2024-07-31,1.0534,7.72567,2.76758
2024-08-01,1.0732,7.557193,2.928015
2024-08-02,0.935,7.430137,3.421523
2024-08-03,0.7764,6.533778,3.114968
2024-08-04,0.7548,5.95885,2.6562
2024-08-05,1.0982,7.19627,2.61938
2024-08-06,1.0556,7.238913,2.686284
2024-08-07,0.9743,7.151647,3.210074
2024-08-08,1.0119,7.200061,3.139421
2024-08-09,1.0232,7.107056,2.981256
2024-08-10,0.7136,6.528419,3.201311
2024-08-11,0.6922,6.176944,3.196854
2024-08-12,1.0581,7.131233,2.790106
2024-08-13,1.0637,6.991844,2.36983
2024-08-14,0.8905,6.823928,3.329789
2024-08-15,0.4429,5.760198,3.497185
2024-08-16,0.8823,6.149274,2.960514
2024-08-17,0.8321,5.884465,2.815429
2024-08-18,0.556,5.696367,3.309812
2024-08-19,0.9372,6.70691,3.088421
2024-08-20,0.9562,6.710749,3.037107
2024-08-21,0.7906,6.824708,3.256005
2024-08-22,1.094,6.946705,2.186383
2024-08-23,1.0709,6.866867,2.38168
2024-08-24,0.6032,6.257669,3.22753
2024-08-25,0.312,5.937005,3.614176
2024-08-26,0.9419,6.964592,2.958657
2024-08-27,1.0771,7.071956,2.288266
2024-08-28,1.0843,7.220473,2.635709
2024-08-29,1.2037,7.194006,2.40687
2024-08-30,1.1557,7.025413,2.441838
2024-08-31,1.1661,6.299054,2.295017
2024-09-01,0.9964,5.852855,1.82402
2024-09-02,1.1666,6.967223,2.310624
2024-09-03,1.0844,6.991012,2.809036
2024-09-04,0.9541,6.88587,3.184081
2024-09-05,1.0428,6.718119,2.608187
2024-09-06,0.8672,6.526201,3.152406
2024-09-07,0.7901,5.92247,2.532147
2024-09-08,0.6776,5.453097,2.574438
2024-09-09,0.8654,6.422987,3.057898
2024-09-10,0.7521,6.542418,3.281092
2024-09-11,0.7674,6.416491,3.225046
2024-09-12,0.7221,6.608671,3.301302
2024-09-13,0.471,6.480782,4.011717
2024-09-14,0.4561,5.686154,3.166784
2024-09-15,0.3252,5.28033,3.500608
2024-09-16,0.2719,6.311459,4.306862
2024-09-17,0.257,6.465512,4.373729
2024-09-18,0.9092,6.476694,2.861783
2024-09-19,1.0698,6.459837,2.029704
2024-09-20,1.0769,6.444566,1.811537
2024-09-21,0.8539,5.665814,1.815267
2024-09-22,0.6991,5.210677,1.873709
2024-09-23,0.9003,6.17342,2.216737
2024-09-24,0.9581,6.236586,2.230944
2024-09-25,0.5723,6.498027,3.338935
2024-09-26,0.2418,6.574674,4.312769
2024-09-27,0.2561,6.509172,4.214881
2024-09-28,0.4681,5.579675,2.929242
2024-09-29,0.4356,5.157882,2.795896
